iso_code,year,gdp_per_capita,hdd_annual,cdd_annual,electricity_consumption_gj
ETH,1992,9779.494820509408,3360.337396569175,1672.1921211419838,130.08430731446836
MEX,1998,2375.198233806785,1422.4528908546977,3299.1185175770756,23.411578253403945
ETH,2089,3358.679865575386,2006.3372129870534,1159.9860099893235,31.794370970197463
IND,2037,9671.142027378455,1613.7393839342458,2731.564415199274,126.48352808556024
IND,2007,394.0530453776776,773.3712661823904,4393.406167001996,23.312556783366762
COL,2062,2209.42107249565,1964.9849941723803,3837.944286223669,24.017729695474756
CHN,2096,47100.096563284336,1958.3621637627793,3460.218567005781,318.6734857426806
ETH,2098,23368.13809336719,2258.163442829102,1800.669975941976,118.84744129976983
USA,2015,3794.7690238128607,3235.666477129107,1973.541037893432,33.80380348066464
MEX,2044,7184.318158910821,1337.494961835708,3899.750453221181,68.16826403536028
NGA,2065,20208.099201129702,1018.8521852605408,1375.8193131147614,143.42658756000552
ETH,2009,5074.5924050579215,3444.7434593874773,3437.1483428117463,25.19359922296179
BRA,1979,1061.6121238971125,15.352130073680026,1769.9726318106011,14.557209702574442
BRA,2029,9718.72994010041,3349.7407835389263,988.1342059735241,84.38306262704262
IND,1997,7398.478824094191,1971.1375932772373,410.787067042448,91.76929055005321
MEX,2091,28835.495743334555,296.50198890579395,2951.881576454411,169.45360787662827
IND,2098,7728.815505161518,786.9553148249635,2902.3621222744478,18.663281232867664
BRA,1979,4278.763386034392,2752.036638328963,26.65594979737451,7.377357866188047
CHN,2000,4317.169960234292,1456.4673983544094,430.6783476285001,25.64869397389583
IND,2044,4180.607293979893,649.7948762479368,723.7688503888761,25.05030611577369
USA,2061,36954.570287694485,2662.963202261554,1694.1902017522457,299.2221379810527
IND,2043,7739.062354528563,1030.8678755080225,3164.378681906456,30.369925891350007
CHN,1974,55839.444914283515,3152.8021683630095,788.2894085813053,567.3448932444325
BRA,2069,42386.073145212715,2213.625316131231,574.4268364258805,238.46408665792796
CHN,2013,13096.91020883568,1709.349175862258,127.91054889930065,146.37583828761413
NGA,2044,1433.617578083917,1544.8505885030559,3434.673645245767,24.406875638065323
ETH,2022,6575.343703226315,1320.8245632707929,2258.1090933306764,73.40402474720418
BRA,2082,53041.0316534531,3277.5247464589456,3354.631812384543,316.8278817713936
CHN,2073,14292.810329822467,64.82340180353657,4426.5081947250965,126.52331664085769
BRA,2093,35458.32695913387,2788.0179010969764,1236.6133295697266,317.85917556461237
MEX,1972,19535.924483525872,3244.5650589485176,2516.833919479209,167.73754895339812
COL,2001,3403.1878268297137,1038.508809363956,2101.5582242975797,48.890251457946356
MEX,1978,15871.519172181139,963.2790121062967,230.4988809761452,79.58488300710044
ETH,2035,8669.280046111575,818.0914177320376,2551.0196071201303,111.83301821745356
CHN,2083,27980.494176375487,1817.5369998878582,2278.566868657133,141.43766443648735
IND,1988,49437.57496010354,1321.5490516971304,1501.6016894854506,77.54928092460274
ETH,2072,114248.34698587537,2398.2307027903357,3918.3492156140314,881.116271115013
NGA,2028,8912.05800299602,3314.935093287387,1650.7213901009297,40.496091485315795
ETH,1975,4131.740147388488,2159.093559541447,919.4116855138046,20.299402710722173
IND,2026,3053.8166509145785,1568.258100299376,3308.6852081212933,31.854758366470126
COL,2014,7307.2340306664755,3089.21555292083,3756.374895633823,107.26487848714842
COL,2062,52261.47198806991,2231.4886488854777,1743.605620980914,466.1043655780489
BRA,2069,6488.751786430365,1961.2826083826794,4174.1223744576155,40.00974789340927
CHN,2038,45874.48608193671,175.15801106170926,2544.513913337396,435.8905104915575
BRA,2079,23191.78112195136,328.461320380286,1270.9816292323746,276.6421515736519
IND,2046,5348.846582267328,366.3099345949196,1108.4597706536572,16.49868858952124
USA,2055,77026.5850017835,1032.7764171929746,4087.445936078335,526.2162940160761
CHN,2011,12084.346201797001,446.42612708298685,1548.3932883675936,134.02917297067145
BRA,2013,12278.514603305663,2947.182806653534,3837.6615965870415,58.85572385871213
CHN,2012,44508.30765880702,884.7910957954546,1681.9048104821998,297.7850717533839
NGA,1986,36225.628565725594,2702.9774048571553,1395.7318917116822,347.71462361182876
MEX,2032,68689.12922888431,641.2484483324564,1778.2142642116935,491.44992675852757
IND,1977,200746.220489374,714.2742796812405,4041.587684844879,383.82244915900304
COL,2020,4950.4158589520175,1861.8505729182336,3518.2677646433026,32.05343159754554
IND,2057,42412.52817280472,2931.8762638713256,1692.7604492132825,108.07022614174163
CHN,2034,716.1155781599875,3185.930284534469,4177.344607569024,21.73564782328993
MEX,2006,5308.827300340129,987.963414635598,4261.799831231688,42.07560593036104
IND,2054,133758.95669984134,313.973812252599,3364.7577310481515,816.3474020997796
IND,2086,1633.801805776707,9.309340766530006,4041.2845649432425,35.18197881480433
USA,2030,21321.232575175378,1244.9746456647854,4308.447146299168,181.19239821846773
IND,2021,12154.152252360494,1.9066264092928997,1910.5782273320892,150.6042279576012
COL,2063,44233.71283392181,2132.1511368513466,2995.747160149119,553.5068288599692
ETH,2081,11298.932165824146,577.2974802719058,1243.404229902475,58.24555451439448
COL,2018,85675.81595501177,1616.9070508704897,4139.245414974804,772.5159266174558
NGA,1976,2866.300565467895,845.9038457297105,2422.813192482993,20.80596069619469
MEX,2073,49172.745982646986,959.7220054750168,4429.727761651331,464.1769523169785
MEX,2082,14854.082376049786,2132.839066220759,2929.2554372728077,76.7642554071848
IND,2059,17072.359800178376,1134.479163726185,10.875969644052851,108.99728567745241
NGA,1974,1334.2304232750475,1235.4208178381748,1566.3157925406651,22.389747349307815
COL,2016,6043.126513115222,2921.058343120568,769.4229099876325,7.874828743429905
IND,2024,18587.887123264514,1794.929661284575,4164.689153444744,240.96900972349388
USA,1994,22350.46331397286,3111.9535800671965,3428.350022940399,251.34050686579815
MEX,2025,586.3395245301145,1162.4638200793306,1834.1387361677216,13.456087713639004
CHN,1974,42043.66669107497,1462.8142794212067,2620.0890548320544,470.04518398514625
IND,1992,5176.793318480656,2489.6512839086813,136.81674479397282,27.782476720481338
CHN,1981,15472.062181263582,947.1195615567486,4092.1708490062974,178.0147383391073
BRA,1981,28176.793871912116,1178.0509519929412,3369.9078749482996,304.40642777153874
CHN,1971,2143.8742331720864,2536.7698815184685,1470.1467634178607,13.325987744906271
IND,1984,60407.50764284669,3185.407374703622,1522.0825634238865,45.15296435928788
ETH,2056,93524.70999091402,2141.8952029238876,1758.858302834975,339.3771174436368
USA,1997,25126.861361786156,2335.268603520884,2960.294225094141,233.91143335083393
ETH,2076,17141.4990873463,2983.7215933448806,2101.1593893703257,126.9073617919878
CHN,2059,829.7326260805008,171.00124143897798,3554.6495182417893,20.91917867640029
USA,2065,51129.3635793616,1304.6430832485087,3142.6555394712777,344.36061175696557
COL,2028,48357.677806969936,1003.2935784860161,3126.9269620195314,615.4117674042783
MEX,2095,104230.89245092604,680.4093012060537,2529.2003642614095,160.0820121007948
NGA,1978,6978.954443988243,646.8377113875285,1713.225641090364,52.05205068164707
BRA,2077,22538.61448789615,2313.543424063376,2258.6737888118023,160.5019135586759
BRA,2020,9610.907345574476,2010.2801551943282,2248.1554886088943,46.192414148639635
CHN,2038,17549.87769196334,2181.648816274381,1076.6010628874858,42.70385277791553
USA,2043,9769.133008453673,1515.6652660805473,96.25254518983645,101.4088732162886
USA,2010,23488.016764930966,1870.3030913923483,1583.9975880980537,27.843646868603596
COL,2038,4940.722304992325,1678.2365582919765,2366.449898039997,14.770235341277044
NGA,2043,1813.908956156903,1600.2766843389059,1614.7866407181086,13.597630142764698
NGA,2020,6861.894996525183,2065.961320701369,1789.332707106679,22.68231251517132
BRA,2050,33018.28828563777,312.02810522467036,3786.3874645333117,182.10007103436448
CHN,1987,32944.188866685574,693.1726586742026,3401.1656167952433,230.23299022778193
CHN,1991,503.31897195521776,3477.049228858203,4028.223479349013,25.909540422741106
MEX,2083,6395.597307294308,919.6854996390936,2055.1606957471004,32.67528502998488
CHN,2097,200813.91310793668,2120.237113250284,3029.053515205648,1412.6598871004978
NGA,2043,7133.118692189576,1555.1645656232297,3589.5046212191824,52.96943909487068
ETH,2033,2459.800938368463,3155.661709311092,769.8839059046494,13.86067137059067
USA,1991,30152.53288417377,3423.4370058669656,59.038954002779256,302.08975217505997
COL,2047,8637.777724568246,3197.366111683151,2971.559126899879,88.10730049650107
NGA,2000,14406.495771242573,3363.9277704915503,1148.9345551549836,118.65196338969693
BRA,2068,37043.792310473116,1065.876506713322,3334.948294928351,274.7124438155379
USA,2003,11925.097275663336,1573.57282655603,3238.953348175823,21.8833355107546
IND,2008,5287.821306975973,1450.3637529825037,2818.4909555177865,24.393907559797253
COL,2096,12952.952754960294,1338.1093647824541,3571.7789452081083,127.67575326057616
USA,2067,20241.012134013337,91.25399518451965,2934.781478209359,191.31249894135465
USA,2017,9968.128201871627,2108.641614732773,1806.6115961050011,63.1640943432896
USA,2001,13365.691581170897,707.4557164064108,1629.4898171554307,175.04126921769864
IND,1981,2787.4948991035776,700.7976128585625,439.3791969452566,18.468998267118195
ETH,1971,1837.8571437915632,987.5836979329115,855.9243041686963,19.82963682549832
CHN,2096,2116.092250574874,325.52796737768284,3040.114872203153,26.42931507881346
COL,2050,34263.43389045798,1392.574965508776,4380.040344321032,81.27685437135798
IND,1999,3939.8026245258093,2319.506020798882,3404.84993963277,38.994571581069685
ETH,1974,35667.882004427855,713.3443984457735,74.42734420325448,301.5348772564456
BRA,2015,197544.061479118,1640.1286136938538,3865.688391416368,1243.0213102381601
MEX,1986,21522.18699979487,1933.8283775176478,2988.9470886877675,89.25128900117122
NGA,1991,33865.024720617905,2489.920326517944,1341.036153827418,322.2602869061773
USA,1971,68906.79833008414,3113.873704035466,2533.107788633352,296.9340438467821
USA,2093,9607.028856862244,1288.9088189677514,3133.5538603839514,44.4436373597324
IND,2053,14297.670759472136,253.95107636995533,2747.730178299635,20.98283301538343
USA,2042,3833.6489377404355,2493.8764048193734,3948.8201345207685,57.72097125830043
CHN,2029,18699.09486692641,1646.1987704135508,2593.219303151906,207.89381200504437
COL,1984,42115.837318727616,431.6789453896146,562.8913937661006,315.00847205694265
MEX,2006,2437.828891971712,1806.540120160601,4402.990759989969,25.64758531235225
NGA,2014,10745.81164544115,1414.5922142698523,101.69320590065567,26.756200230237635
NGA,1972,15950.854793154287,2168.5647742610736,1089.1036235460058,21.15416194541472
IND,2097,58804.77329668337,994.4069902025864,2131.6166367122796,472.16465211784333
ETH,2016,5217.6704154833,2348.487647315898,870.3234945864115,67.60804289426808
BRA,2037,16599.00241304727,1540.6292995211566,3183.8492114093524,86.98402250099726
BRA,2061,1215.5751361907485,2055.6459569822036,325.5859902469711,9.293376324784989
MEX,1995,753.4332000677973,1866.996763143839,4317.4108766907775,26.851291710513827
CHN,1971,12681.678717474595,1073.288013973538,4417.635797319323,126.49182495811186
BRA,1981,12319.428010773167,312.8529555096464,4099.526546601668,148.45472392283656
CHN,2062,13532.873254668937,2847.8920979613663,1090.4191552536809,148.40804499163804
NGA,2021,5655.9469991227925,538.6117369211255,67.62861253298964,47.0208623364546
IND,2098,9125.948192070766,1451.6478235303334,1271.7156845085274,12.470744149879202
ETH,2070,18350.541008221513,3043.2586482273077,1587.5709761861767,226.02875704415584
CHN,2060,44084.87777101469,421.588359522353,107.27510893302994,402.0823846429377
MEX,2086,17455.158710423897,3115.7712767234343,3473.913242680089,231.56001674349162
NGA,2001,7531.714879721409,1884.0283887755004,1051.5142897285336,93.21487649049399
USA,2059,16315.561133803774,1831.9885589566318,2286.435523218883,130.9960081031971
NGA,2011,15009.286567514835,1875.0466289755866,2578.661710107352,193.00437360743388
CHN,2098,5648.061893296228,2544.193672140504,3277.2622166728747,78.94022018924134
NGA,2061,2477.5039277814235,3277.926418297238,2123.317543735976,28.453191649667914
ETH,2006,19964.549377567866,614.9907365158971,39.99299314898486,168.73750170777186
USA,2046,90827.74854208878,652.7110631491943,2502.8597986344316,338.1597076608716
CHN,2062,4499.206008895451,1111.2604484179192,3917.145191994936,40.61015736776055
MEX,1976,26753.418723147304,2734.2123190713005,1082.4861880258509,302.28277545292246
MEX,2062,34138.07286410935,1340.9286297708966,1647.3975601277134,270.1093907720838
ETH,1984,10079.430234606198,2423.6562538028084,4123.488858856426,118.18164259947346
IND,2080,14996.018778252263,99.3472975104407,1433.159839961644,111.03000129886615
NGA,1979,5138.565790990401,1.804886247940063,866.0168939814481,68.13254716914376
NGA,2052,6850.254679826974,1735.787074121104,2709.7718725492623,37.93797504124858
USA,2086,26226.48423217386,1245.7718463551848,3200.570340111296,227.94864931143653
USA,2033,2592.4747207805767,1497.8351403735858,1170.1829365990536,9.43358368022008
CHN,2053,27334.652989959788,2907.4477159639237,2943.0576217172093,187.1931686299129
BRA,2085,8874.7095956654,2092.684719141394,3951.354601687183,93.21539979480451
IND,2018,2841.7851047213794,1948.1942783480072,281.17865976096476,25.7744730069694
MEX,1981,74850.35357366352,1393.3660993419608,3308.3572059208427,379.1735522583498
BRA,2004,17470.133932009714,173.469761940182,2117.6382014315495,166.413324929566
USA,2083,9322.180672778995,2152.2661875405065,3664.7133607535247,119.14460611000301
CHN,2035,5556.158022261639,2535.7583273409505,446.7185645403268,46.06336519578242
CHN,2041,15627.01840532416,2354.925066986282,2724.622456145983,104.80609450842766
IND,2079,6939.875530329129,3094.299733199756,2118.814490847575,28.940821666605693
CHN,2035,11146.906734219685,2840.4030178366465,4047.3598615530414,136.65227652245935
NGA,2095,10177.79484330528,2986.2658575812816,4185.788783414358,47.983744585105
USA,2015,1191.4021516613914,1937.3355926089157,1173.4229334477318,12.262618774824904
NGA,2075,72995.5346617799,2566.3549196425697,1739.2034700837298,122.48662864781309
ETH,1983,22966.862163365353,2327.320674515851,1734.0264345777066,101.96136109228834
COL,2030,24295.815664887476,3146.554591395386,2442.7522745224796,91.57998423624258
IND,2078,579.2898479234597,2951.508590348141,3416.1534048604362,19.916408001341342
USA,2053,16516.18151723914,518.861328528239,1672.4894226961278,62.90910588029133
ETH,1984,7692.35092229866,647.2213683602782,971.5653286212977,87.01964778578235
IND,1997,33134.540822812385,1907.1298363069175,713.674362996732,135.58832213756529
ETH,2076,2862.199500730826,2359.725484591801,4486.954757161212,36.24308355401833
USA,2094,111808.27708511148,3250.384707533254,3168.3481690548347,680.2132911208363
CHN,2033,12712.401895909468,3294.4963797700284,3832.4837954481104,91.35279649917909
COL,2077,20024.464418937383,963.2473474906666,436.21916347389816,133.35277846184394
NGA,2087,1235.065629128359,3373.6747160274513,2640.2089233090305,24.543661089664287
NGA,1994,2147.5886106636717,101.74683915103888,2490.6390445299076,23.061995167453354
CHN,1973,6833.118750843981,597.707211959084,814.589349072353,25.861264470204453
BRA,2074,2808.419964259903,2723.9968973852287,268.76564003475585,28.52494046698624
COL,2033,30101.265992077206,3355.5057934960755,2706.031682189536,385.41229333657964
CHN,2072,22657.702114976102,1331.6754275076962,232.31670907282043,66.6681854387713
MEX,1998,10730.901197452687,710.7569216263825,2474.5394891202186,75.49687858985587
CHN,2060,9187.966268852078,3177.321827586848,696.6979399486723,31.082473660007633
IND,2041,7955.302438896812,1395.0466056770088,1584.773219939465,55.08068689395506
COL,1977,20833.834813279904,601.4141172361325,4012.76059344397,278.5248078007266
ETH,2099,2360.3314080819014,3126.563538854255,1405.0659936410023,14.39313021726774
BRA,1991,38879.537418199696,1057.1676242958022,1572.0637916746978,334.4975032853396
ETH,2094,19567.536103636998,2420.4544325715387,3784.354138089008,68.70678259357113
NGA,2040,75964.1148614964,884.4041258065995,3452.5492113356736,362.225168137488
IND,2025,42711.064879664365,1447.502351800918,1050.4889254658503,343.07896223794967
COL,1976,13073.490006640637,3085.966732149468,260.98978192659433,47.82076319789883
MEX,2062,34460.188022082824,148.82589757571358,1112.4316716374856,248.51321278159045
USA,2043,3882.56547662497,3366.2635553362943,3136.2455357989993,22.6254145813569
IND,1975,6421.994576049207,438.4769554902993,2781.72415412595,45.22620094851707
USA,2036,17149.918740155423,2199.2756806621333,4372.314791090297,68.84911354864938
ETH,2005,10308.826579959776,623.3094524446387,3442.0009700402197,72.16677270313794
IND,2051,9136.734198101807,1179.956866529083,772.6653047607416,25.09347118871761
CHN,2005,4145.608545422077,100.25253353847263,1454.70117867862,25.437613889532418
ETH,2046,5211.239780897,114.76304179971969,2809.9663090306344,62.55067500809028
COL,2059,18267.60251110768,1153.3477967994725,2170.886848556901,192.49521462938702
NGA,2066,7165.117066173261,88.96544403484269,1902.9624379382428,60.40531137694669
ETH,1982,1527.9599476293308,3002.9992134996023,3503.697576911738,36.299840456073966
MEX,1984,76478.90538749864,2293.6001217349167,1699.3370917620807,503.29570201695714
USA,1971,16818.426649060337,1661.505687285944,41.227629317098334,145.55310511783534
ETH,2044,2100.6080165100816,1895.381104359176,465.3929610192701,15.789101630775983
COL,2051,110434.81326693932,2834.3396372951884,3986.060191773503,635.5716343063706
CHN,2017,3154.3956810698246,1404.924903253861,3717.405494812959,56.926028200328034
BRA,1992,20761.235976524065,1121.1249652327408,189.89927636273245,217.68067710932758
CHN,2040,4317.203122472281,1689.843727715867,161.5007271737061,51.21371884272831
CHN,1971,225135.78452626016,348.3298762416956,3293.980174357004,192.42455638555572
COL,2013,53429.0785631551,1712.1251332358054,406.9623484791853,220.78837622929657
BRA,2006,4730.561781710793,1217.622849158401,3124.8253459524385,21.768925837206854
IND,2092,16666.0319857536,804.1003303945535,1334.4348674467622,113.7126976758656
COL,1979,14370.371687791032,589.7431899249318,1623.4403839103495,79.508133017474
ETH,1990,14203.48440578889,2146.016439129739,955.3347915232843,154.757529680023
NGA,1994,53392.06352982694,1571.0418024557084,628.164708646793,640.2503381219012
ETH,2015,1596.7116567341877,1433.0541350389008,1920.3089427831708,10.95135031110024
NGA,1980,8566.751208192305,2325.7727207074586,4270.937601493396,90.01405015640219
ETH,2053,20663.384406089088,619.2958943954986,3222.857649070186,182.0882041903868
CHN,2058,10438.84230389844,3377.5878795669073,4072.2763960219963,131.96174108646935
USA,2031,20559.36054859593,2465.988423887953,1171.0404812108645,201.4047535644474
COL,2081,1888.7142171270225,27.535480656734336,395.48943190801305,18.816264644949584
COL,2032,10835.296747565706,3427.9993589356573,610.7554467639807,39.797503460684126
NGA,2047,21522.251056040215,1704.3665388584084,2981.0459403308664,256.43416537809327
IND,1994,1634.9190325299057,1560.1272103311264,596.8672336536648,5.402726944403559
NGA,1990,5267.060043447954,2821.522091462684,4353.099508076984,79.9487426699393
MEX,2083,1806.1382734735973,2177.3028535718086,1302.260370664145,8.795093806561313
BRA,2016,4776.947056619378,756.3966379871546,31.32484413052905,33.954794733459735
IND,2040,6216.575951205886,997.7762610540282,1676.7962954962431,55.10326026172212
CHN,2053,9018.331301926148,1814.0292608824398,2439.7610786665928,96.77913070338839
COL,1996,105273.20101122934,2864.18310675678,1123.7995793407827,752.5434019036784
NGA,2090,15520.305025013422,2974.011970206032,4307.244335560746,53.96752503004977
USA,2087,96286.59435215664,1044.2289318313344,1656.8518091482233,1034.558655814128
NGA,2002,10396.650954796949,2906.924029096447,602.7935308545684,10.31661612654819
COL,1980,77215.26274898264,1942.6631302735261,3445.5155337361734,140.80581895967
IND,1991,78430.34999380246,2135.4933365228326,4084.2214142303137,470.9151207940191
NGA,1973,9316.170659628207,882.0891675020428,4328.861556857763,122.64659598191945
ETH,2090,12631.532297848826,2706.480632571281,1541.97603914194,38.09709267360433
COL,2098,6529.778292412617,2719.966662352408,3929.9008385343595,42.07548303964969
MEX,2070,12591.635770290926,71.17995917519366,3279.519373832665,118.76274244813449
COL,2073,2069.2532537726966,744.1077700094244,3841.51602734862,42.607570515990915
BRA,2051,3221.588350654368,1719.3867699939374,339.23206359598873,29.1254411403782
MEX,1978,1169.1405011970046,1020.1101932791486,3460.5785818378345,30.69482979358788
IND,2096,19204.149874826588,3270.3827037516457,4498.470248637577,121.69918436489206
IND,1991,1220.5003773898704,32.02654750870476,2332.8148193564725,20.627768655568822
USA,1983,18100.74274380535,1520.4217423270027,1216.240729945962,90.87883735693312
MEX,2089,8354.489693154543,402.571273073693,4122.080345072803,57.46846096575494
USA,2042,6608.152284407962,1345.1395131460501,1354.3143908233978,64.2273858244666
ETH,2009,4085.2591300253753,2659.9169052337747,2671.297405695501,58.07998196837283
COL,1984,158470.52614121014,970.122503223204,612.7767159248024,312.33830389832406
IND,2097,4060.436392559353,2662.3905839436084,4248.1022506932495,43.85276438636393
MEX,1999,15240.873345870521,2656.045901139682,1425.9077100008926,35.22625159394445
BRA,2068,11969.194331182318,790.5984366008287,4132.201131991759,167.97323146989177
CHN,1982,22836.874304498368,555.1089895563268,3809.3170030114024,91.30958837172025
ETH,2092,53549.17071288787,1793.393891179024,4161.950114386641,88.67877200897276
IND,2053,2882.621056639662,879.4371414821225,4435.882737299014,52.351460141081134
COL,1972,3362.3274649316036,3023.0605113081956,3442.7912699079297,52.21537953624289
ETH,2031,10883.83890505053,2411.4623126167244,3899.24218841505,142.64723975027474
BRA,2035,6958.330011814585,2173.146450992109,1092.5314821737963,74.44657899386634
CHN,2099,14379.382911780276,1196.6408843393783,4293.768307299122,106.20715993401461
MEX,2051,15718.10591794131,2024.9215912642849,246.70014724024097,187.98889988305325
MEX,2003,264746.42349619605,144.8038611377069,2799.1685724162194,936.2194471202635
IND,2084,2171.596423265411,1983.768979984636,3530.7454771939724,35.79962159869959
IND,2055,1221.9296960522622,3171.9776062406004,2577.8965479510935,26.366363032042994
USA,2025,108106.09695348705,1887.960123250616,1075.8184079710488,129.65663965327016
MEX,2099,462.54091141134984,2687.1195914578066,377.7295939253936,3.8977414021780623
BRA,2030,12929.545536135829,1821.326690560028,1574.4410891457503,115.56682744567357
